BSS0369,2010-10-04,Brenden Samuel Shaffer,BSS0369,Brenden.Samuel.Shaffer@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,
AJR0932,2010-10-07,Amal Judah Rich,AJR0932,Amal.Judah.Rich@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,
XHW0498,2010-10-07,Xerxes Howard Wilcox,XHW0498,Xerxes.Howard.Wilcox@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,
FFC0891,2010-10-08,Flavia Fiona Cannon,FFC0891,Flavia.Fiona.Cannon@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,
RAB0589,2010-10-08,Raymond Arsenio Blackwell,RAB0589,Raymond.Arsenio.Blackwell@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,
SSR0278,2010-10-08,Simone Scarlet Rose,SSR0278,Simone.Scarlet.Rose@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,
LQC0479,2010-10-11,Leilani Quail Callahan,LQC0479,Leilani.Quail.Callahan@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,
MAS0025,2010-10-15,Melissa Ava Stuart,MAS0025,Melissa.Ava.Stuart@dtaa.com,InstructionalCoordinator,1,1 - Adminstration,3 - Training,,Walter Kaseem Foley,
BLS0678,2010-10-15,Benjamin Lewis Sweeney,BLS0678,Benjamin.Lewis.Sweeney@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,
CCA0046,2010-10-15,Cyrus Connor Atkinson,CCA0046,Cyrus.Connor.Atkinson@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,
MCF0600,2010-10-16,Maxwell Clark Faulkner,MCF0600,Maxwell.Clark.Faulkner@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,
EHD0584,2010-10-28,Ezra Hilel Dyer,EHD0584,Ezra.Hilel.Dyer@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,
ECF0828,2010-10-29,Erasmus Cameron Franco,ECF0828,Erasmus.Cameron.Franco@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,
JJM0203,2010-10-29,Jonathan John Martinez,JJM0203,Jonathan.John.Martinez@dtaa.com,Engineer,1,6 - PurchasingAndContracts,3 - Contracts,,Whoopi Britanney Camacho,
HXL0968,2010-10-29,Holly Xerxes Lara,HXL0968,Holly.Xerxes.Lara@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,
ARB0834,2010-10-29,Amelia Rhoda Burgess,ARB0834,Amelia.Rhoda.Burgess@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,
