YIC0195,2011-02-04,Yolanda Idona Crosby,YIC0195,Yolanda.Idona.Crosby@dtaa.com,PurchasingClerk,1,6 - PurchasingAndContracts,1 - Purchasing,,August Armando Evans,
UCH0519,2011-02-09,Ulric Colt Holt,UCH0519,Ulric.Colt.Holt@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,
RGH0728,2011-02-11,Raymond Gray Hyde,RGH0728,Raymond.Gray.Hyde@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,
BCB0679,2011-02-11,Buckminster Connor Bush,BCB0679,Buckminster.Connor.Bush@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,
JRG0207,2011-02-14,Joseph Raja Gaines,JRG0207,Joseph.Raja.Gaines@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,
IKR0401,2011-02-21,Ivor Kenneth Rollins,IKR0401,Ivor.Kenneth.Rollins@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,
CCL0068,2011-02-22,Camilla Camille Leach,CCL0068,Camilla.Camille.Leach@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,
DCH0843,2011-02-23,Dominic Calvin Hewitt,DCH0843,Dominic.Calvin.Hewitt@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,
PPF0435,2011-02-24,Preston Plato Fischer,PPF0435,Preston.Plato.Fischer@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,
KLH0596,2011-02-25,Kasper Lance Huffman,KLH0596,Kasper.Lance.Huffman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,
