IJM0776,2010-09-02,Indira Jocelyn Mack,IJM0776,Indira.Jocelyn.Mack@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,
RAR0725,2010-09-02,Raphael Aristotle Ray,RAR0725,Raphael.Aristotle.Ray@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,
CAH0936,2010-09-03,Constance Audrey Hicks,CAH0936,Constance.Audrey.Hicks@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,
SLT0907,2010-09-07,Shelby Lila Turner,SLT0907,Shelby.Lila.Turner@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,
WRM0963,2010-09-08,Wynter Rose Mercer,WRM0963,Wynter.Rose.Mercer@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,
ALB0892,2010-09-10,Arthur Lucian Bonner,ALB0892,Arthur.Lucian.Bonner@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,
RHL0992,2010-09-10,Rachel Hermione Le,RHL0992,Rachel.Hermione.Le@dtaa.com,IndustrialEngineer,1,3 - Manufacturing,1 - IndustrialEngineering,,Grant Tyrone Doyle,
MOS0047,2010-09-10,Mariko Olga Snyder,MOS0047,Mariko.Olga.Snyder@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,
SEJ0677,2010-09-10,Samuel Eden James,SEJ0677,Samuel.Eden.James@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,
DIB0285,2010-09-22,Deanna Imelda Blanchard,DIB0285,Deanna.Imelda.Blanchard@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,
IAT0263,2010-09-24,Ivor Amir Tucker,IAT0263,Ivor.Amir.Tucker@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,
EGD0132,2010-09-29,Eric Gray Duncan,EGD0132,Eric.Gray.Duncan@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,
PSF0133,2010-09-30,Piper Sasha Fuentes,PSF0133,Piper.Sasha.Fuentes@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,
