01/04/2010 11:02:53,COF0120,PC-2559,Harrison.Oscar.Burke@dtaa.com;Hu.Akeem.Vincent@dtaa.com;Grant.Tyrone.Doyle@dtaa.com,John.Omar.Lancaster@dtaa.com,,Clio.Ocean.Faulkner@dtaa.com,28217,1,
01/04/2010 11:11:16,COF0120,PC-2559,Kermit.Coby.Oliver@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,27020,0,
01/04/2010 11:14:56,COF0120,PC-2559,Burke-Harrison@gmail.com;Kermit_Oliver@hotmail.com,Tallulah.L.Kirby@aol.com,,Clio_O_Faulkner@cox.net,26853,2,
01/04/2010 11:16:26,COF0120,PC-2559,Kermit.Coby.Oliver@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,45217,0,
01/04/2010 11:21:59,COF0120,PC-2559,Lucas.Ahmed.Ferrell@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,52439,0,
01/04/2010 11:29:17,COF0120,PC-2559,Grant.Tyrone.Doyle@dtaa.com;Kenyon.Raja.Galloway@dtaa.com;Brianna.Rebecca.Mcintyre@dtaa.com;Rachel.Hermione.Le@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,25377,0,
01/04/2010 18:54:09,COF0120,PC-2559,Kermit.Coby.Oliver@dtaa.com,Nicole.D.Thornton@raytheon.com,,Clio.Ocean.Faulkner@dtaa.com,19016,0,
01/04/2010 20:05:50,COF0120,PC-2559,Hu.Akeem.Vincent@dtaa.com;Rachel.Hermione.Le@dtaa.com,Brianna.Rebecca.Mcintyre@dtaa.com;Elizabeth_P_Castillo@boeing.com;Nicole.D.Thornton@raytheon.com,,Clio.Ocean.Faulkner@dtaa.com,13749,3,
01/04/2010 20:22:52,COF0120,PC-2559,Harrison.Oscar.Burke@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,20051,0,
01/04/2010 21:01:15,COF0120,PC-2559,Rachel.Hermione.Le@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,19994,0,
01/05/2010 20:43:39,COF0120,PC-2559,Kermit.Coby.Oliver@dtaa.com;Rachel.Hermione.Le@dtaa.com;Brianna.Rebecca.Mcintyre@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,12014,1,
01/05/2010 20:44:37,COF0120,PC-2559,Grant.Tyrone.Doyle@dtaa.com;Tallulah.Liberty.Kirby@dtaa.com;Lucas.Ahmed.Ferrell@dtaa.com;Rachel.Hermione.Le@dtaa.com;Brianna.Rebecca.Mcintyre@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,22563,1,
01/05/2010 20:44:56,COF0120,PC-2559,Kermit.Coby.Oliver@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,35975,0,
01/05/2010 20:45:09,COF0120,PC-2559,JJM81@cox.net;Kermit_Oliver@hotmail.com,Burke-Harrison@gmail.com,,Clio_O_Faulkner@cox.net,32882,0,
01/05/2010 20:47:27,COF0120,PC-2559,Harrison.Oscar.Burke@dtaa.com;Rachel.Hermione.Le@dtaa.com;Lucas.Ahmed.Ferrell@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,32408,4,
01/05/2010 20:47:45,COF0120,PC-2559,Grant.Tyrone.Doyle@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,24728,0,
01/05/2010 20:48:52,COF0120,PC-2559,Lucas.Ahmed.Ferrell@dtaa.com;Tallulah.Liberty.Kirby@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,28535,0,
01/05/2010 20:49:40,COF0120,PC-2559,Brianna.Rebecca.Mcintyre@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,23130,0,
01/05/2010 20:49:49,COF0120,PC-2559,Sarah.Susan.Jarvis@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,45045,1,
01/05/2010 20:50:30,COF0120,PC-2559,Hu.Akeem.Vincent@dtaa.com;Lucas.Ahmed.Ferrell@dtaa.com;Harrison.Oscar.Burke@dtaa.com,Tallulah.Liberty.Kirby@dtaa.com;Brianna.Rebecca.Mcintyre@dtaa.com,,Clio.Ocean.Faulkner@dtaa.com,19720,1,
01/06/2010 09:34:25,COF0120,PC-2559,Hu.Akeem.Vincent@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,24511,0,
01/06/2010 09:41:32,COF0120,PC-2559,Kermit.Coby.Oliver@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,23033,0,
01/06/2010 10:14:19,COF0120,PC-2559,Kermit.Coby.Oliver@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,48656,0,
01/06/2010 10:39:28,COF0120,PC-2559,Lucas.Ahmed.Ferrell@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,24554,0,
01/06/2010 10:42:11,COF0120,PC-2559,Tallulah.Liberty.Kirby@dtaa.com;Rachel.Hermione.Le@dtaa.com;Brianna.Rebecca.Mcintyre@dtaa.com;WAV7274@harris.com,Martin.Armand.Douglas@dtaa.com,,Clio.Ocean.Faulkner@dtaa.com,43681,0,
01/06/2010 10:42:59,COF0120,PC-2559,Harrison.Oscar.Burke@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,22883,0,
01/06/2010 10:52:47,COF0120,PC-2559,Kermit.Coby.Oliver@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,29096,0,
01/06/2010 10:52:53,COF0120,PC-2559,Rachel.Hermione.Le@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,82971,0,
01/06/2010 10:55:23,COF0120,PC-2559,Harrison.Oscar.Burke@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,17380,0,
01/06/2010 13:22:58,COF0120,PC-2559,Hu.Akeem.Vincent@dtaa.com,,,Clio.Ocean.Faulkner@dtaa.com,15248,0,
