01/04/2010 09:04:43,MHA0798,PC-0118,Aladdin.Abraham.Foley@dtaa.com;Ali.Murphy.Hurley@dtaa.com;Ayanna.Sylvia.Blankenship@dtaa.com,Suki.Ori.Grant@dtaa.com,,Montana.Hannah.Arnold@dtaa.com,29559,0,
01/04/2010 09:18:34,MHA0798,PC-0118,Sasha.Britanney.Quinn@dtaa.com,,,Montana.Hannah.Arnold@dtaa.com,19469,0,
01/04/2010 09:23:06,MHA0798,PC-0118,Ali.Murphy.Hurley@dtaa.com;Sonya.Samantha.Hahn@dtaa.com,,,Montana.Hannah.Arnold@dtaa.com,31566,0,
01/04/2010 09:23:37,MHA0798,PC-0118,Tobias.Lucas.Morin@dtaa.com;Powers-Malik@harris.com,Savannah.Marcia.Yang@dtaa.com;Sierra.Margaret.Barker@dtaa.com,,Montana.Hannah.Arnold@dtaa.com,17804,0,
01/04/2010 12:29:59,MHA0798,PC-0118,Nelle.April.Bowen@dtaa.com;Aladdin.Abraham.Foley@dtaa.com;Sasha.Britanney.Quinn@dtaa.com,Charity.Uta.Daniels@dtaa.com,,Montana.Hannah.Arnold@dtaa.com,34030,0,
01/04/2010 12:30:23,MHA0798,PC-0118,Stephanie.Victoria.Lyons@dtaa.com,,,Montana.Hannah.Arnold@dtaa.com,12054,0,
01/04/2010 12:37:34,MHA0798,PC-0118,Myra_Castro@raytheon.com,,,Montana.Hannah.Arnold@dtaa.com,23100,0,
01/04/2010 12:41:23,MHA0798,PC-0118,Bruno.Carter.Robles@dtaa.com;Hasad.Paki.Mcfadden@dtaa.com,Oren.Curran.Brady@dtaa.com;Camille.Julie.Freeman@dtaa.com,,Montana.Hannah.Arnold@dtaa.com,32573,0,
01/04/2010 12:46:08,MHA0798,PC-0118,Ayanna.Sylvia.Blankenship@dtaa.com,,,Montana.Hannah.Arnold@dtaa.com,26129,0,
01/05/2010 10:19:28,MHA0798,PC-0118,Morin-Tobias@gmail.com,,,Montana_Arnold@gmail.com,31305,0,
01/05/2010 14:00:09,MHA0798,PC-0118,Oren.Curran.Brady@dtaa.com;Yardley.Ezra.Vang@dtaa.com;Sonya.Samantha.Hahn@dtaa.com;Teagan.Briar.Townsend@dtaa.com,,,Montana.Hannah.Arnold@dtaa.com,29920,0,
01/05/2010 14:02:14,MHA0798,PC-0118,Charissa_Mcgee@charter.net;Charity-Daniels@sbcglobal.net,,,Montana_Arnold@gmail.com,17276,0,
01/05/2010 14:02:37,MHA0798,PC-0118,Aladdin_Foley@comcast.net;Charity-Daniels@sbcglobal.net,,,Montana_Arnold@gmail.com,38130,0,
01/05/2010 14:09:32,MHA0798,PC-0118,Ali.Murphy.Hurley@dtaa.com;Tobias.Lucas.Morin@dtaa.com,Charity.Uta.Daniels@dtaa.com;Garrett.Nicholas.Solomon@dtaa.com;Oren.Curran.Brady@dtaa.com,,Montana.Hannah.Arnold@dtaa.com,24915,0,
01/05/2010 14:10:27,MHA0798,PC-0118,Sierra_Barker@juno.com,,,Montana_Arnold@gmail.com,27529,0,
01/05/2010 14:10:32,MHA0798,PC-0118,Sasha.Britanney.Quinn@dtaa.com,,,Montana.Hannah.Arnold@dtaa.com,29439,0,
01/05/2010 14:10:51,MHA0798,PC-0118,Sonya_Hahn@bellsouth.net,Vang-Yardley@optonline.net,,Montana_Arnold@gmail.com,22652,0,
01/05/2010 14:12:26,MHA0798,PC-0118,Glenna_Hale@juno.com,,,Montana_Arnold@gmail.com,24829,0,
01/06/2010 08:49:21,MHA0798,PC-0118,Sonya.Samantha.Hahn@dtaa.com;Ayanna.Sylvia.Blankenship@dtaa.com;Charity.Uta.Daniels@dtaa.com;Sasha.Britanney.Quinn@dtaa.com;Myra_Castro@raytheon.com,,,Montana.Hannah.Arnold@dtaa.com,31801,0,
01/06/2010 09:05:55,MHA0798,PC-0118,Powers-Malik@harris.com,,,Montana.Hannah.Arnold@dtaa.com,27957,0,
01/06/2010 09:11:43,MHA0798,PC-0118,Hector.Abraham.Hayes@dtaa.com,,,Montana.Hannah.Arnold@dtaa.com,42737,0,
01/06/2010 09:28:58,MHA0798,PC-0118,Sierra.Margaret.Barker@dtaa.com,,,Montana.Hannah.Arnold@dtaa.com,55794,0,
01/06/2010 09:33:30,MHA0798,PC-0118,Charity.Uta.Daniels@dtaa.com;Charissa.Nyssa.Mcgee@dtaa.com;Myra_Castro@raytheon.com,Reuben.Victor.Freeman@dtaa.com;Oren.Curran.Brady@dtaa.com,,Montana.Hannah.Arnold@dtaa.com,19498,0,
