01/04/2010 08:51:39,KCB0815,PC-0426,Leslie.Cassandra.Colon@dtaa.com;Steel.Orson.Fields@dtaa.com;Akeem.Quamar.Davenport@dtaa.com,Maryam.Nelle.Ruiz@dtaa.com,,Kaden.Chastity.Briggs@dtaa.com,31926,1,
01/04/2010 09:28:54,KCB0815,PC-0426,Sara.Gail.George@dtaa.com;Leslie.Cassandra.Colon@dtaa.com,,,Kaden.Chastity.Briggs@dtaa.com,29921,0,
01/04/2010 09:49:17,KCB0815,PC-0426,Alden.Caesar.Velez@dtaa.com;Hedwig.Dai.Duffy@dtaa.com;Steel.Orson.Fields@dtaa.com,Oscar.Nolan.Wooten@dtaa.com;Sara.Gail.George@dtaa.com,,Kaden.Chastity.Briggs@dtaa.com,32470,0,
01/04/2010 10:16:30,KCB0815,PC-0426,Bruno.Beau.Hoover@dtaa.com,,,Kaden.Chastity.Briggs@dtaa.com,17040,0,
01/04/2010 13:15:11,KCB0815,PC-0426,Alden.Caesar.Velez@dtaa.com,,,Kaden.Chastity.Briggs@dtaa.com,34808,2,
01/04/2010 13:15:13,KCB0815,PC-0426,Alden.Caesar.Velez@dtaa.com;Patrick-Jorden@lockheedmartin.com,Sara.Gail.George@dtaa.com,,Kaden.Chastity.Briggs@dtaa.com,45371,0,
01/04/2010 13:15:16,KCB0815,PC-0426,Bruno.Beau.Hoover@dtaa.com,,,Kaden.Chastity.Briggs@dtaa.com,43141,0,
01/04/2010 13:15:50,KCB0815,PC-0426,Patrick-Jorden@lockheedmartin.com,,,Kaden.Chastity.Briggs@dtaa.com,33768,0,
01/04/2010 17:20:10,KCB0815,PC-0426,Sara.Gail.George@dtaa.com,,,Kaden.Chastity.Briggs@dtaa.com,54045,0,
01/05/2010 09:24:52,KCB0815,PC-0426,BWH1399@hotmail.com,,,Kaden.Briggs@netzero.com,49600,0,
01/05/2010 09:29:13,KCB0815,PC-0426,Ira.Wyatt.Moss@dtaa.com;Blaze.Jakeem.Hahn@dtaa.com;Marshall.Benjamin.Wilcox@dtaa.com,Alden.Caesar.Velez@dtaa.com,,Kaden.Chastity.Briggs@dtaa.com,23241,1,
01/05/2010 17:51:44,KCB0815,PC-0426,Bruno.B.Hoover@sbcglobal.net;Luke.J.Talley@gmail.com;VFM1@charter.net,,,Kaden.Briggs@netzero.com,33844,0,
01/05/2010 18:12:38,KCB0815,PC-0426,Luke.Jacob.Talley@dtaa.com,Leslie.Cassandra.Colon@dtaa.com;Kirestin_J_George@boeing.com,,Kaden.Chastity.Briggs@dtaa.com,33350,0,
01/05/2010 18:21:03,KCB0815,PC-0426,Alden.Caesar.Velez@dtaa.com;Luke.Jacob.Talley@dtaa.com,Mari_Johns@hp.com,,Kaden.Chastity.Briggs@dtaa.com,33939,0,
01/05/2010 18:29:13,KCB0815,PC-0426,BWH1399@hotmail.com,,,Kaden.Briggs@netzero.com,28749,0,
01/05/2010 18:51:00,KCB0815,PC-0426,Velez-Alden@earthlink.net,Sara_G_George@optonline.net,,Kaden.Briggs@netzero.com,24192,0,
01/05/2010 19:16:10,KCB0815,PC-0426,Luke.J.Talley@gmail.com,,,Kaden.Briggs@netzero.com,21128,0,
01/05/2010 19:25:21,KCB0815,PC-0426,Sara.Gail.George@dtaa.com;Brock.William.Hunter@dtaa.com,,,Kaden.Chastity.Briggs@dtaa.com,30268,0,
01/06/2010 09:48:16,KCB0815,PC-0426,Ira.Wyatt.Moss@dtaa.com,,,Kaden.Chastity.Briggs@dtaa.com,52210,0,
01/06/2010 10:04:20,KCB0815,PC-0426,NKH9@charter.net,,,Kaden.Briggs@netzero.com,17273,0,
01/06/2010 14:04:59,KCB0815,PC-0426,Leslie.Cassandra.Colon@dtaa.com,,,Kaden.Chastity.Briggs@dtaa.com,37433,0,
01/06/2010 14:06:12,KCB0815,PC-0426,Luke.Jacob.Talley@dtaa.com;Brock.William.Hunter@dtaa.com;Nicolas.Kadeem.Hayden@dtaa.com;Steel.Orson.Fields@dtaa.com;Harrison.Samuel.Gonzales@dtaa.com,,,Kaden.Chastity.Briggs@dtaa.com,32424,0,
01/06/2010 14:10:30,KCB0815,PC-0426,Dexter.Jamal.Simon@dtaa.com,,,Kaden.Chastity.Briggs@dtaa.com,25921,0,
01/06/2010 14:11:48,KCB0815,PC-0426,Mari_Johns@gmail.com,,,Kaden.Briggs@netzero.com,33174,0,
01/06/2010 14:12:56,KCB0815,PC-0426,Blaze.Jakeem.Hahn@dtaa.com;Leslie.Cassandra.Colon@dtaa.com;Camilla.Camille.Leach@dtaa.com;Ira.Wyatt.Moss@dtaa.com,,,Kaden.Chastity.Briggs@dtaa.com,17589,1,
01/06/2010 14:13:55,KCB0815,PC-0426,Blaze.Jakeem.Hahn@dtaa.com,,,Kaden.Chastity.Briggs@dtaa.com,21010,0,
01/06/2010 15:32:18,KCB0815,PC-0426,Davenport_Akeem@earthlink.net,,,Kaden.Briggs@netzero.com,20519,0,
01/07/2010 09:41:49,KCB0815,PC-0426,Leslie.C.Colon@verizon.net;Blair_Grimes@aol.com;SOF69@netzero.com;Gonzales_Harrison@netzero.com,Ira_W_Moss@charter.net,,Kaden.Briggs@netzero.com,96269,0,
01/07/2010 10:03:37,KCB0815,PC-0426,Ira_W_Moss@charter.net,,,Kaden.Briggs@netzero.com,20432,0,
