01/04/2010 07:54:57,ZSK0258,PC-0461,Patricia.Denise.Wright@dtaa.com;Christian.S.Gardner@northropgrumman.com,Zeph.Dakota.Wilkerson@dtaa.com,,Zachery.Samson.Kerr@dtaa.com,44117,0,
01/04/2010 11:23:53,ZSK0258,PC-0461,Patricia.Denise.Wright@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,43925,0,
01/04/2010 11:24:20,ZSK0258,PC-0461,WAS14@cox.net;Hendrix-Nicolas@aol.com;Christian.S.Gardner@netzero.com,DTT4@comcast.net,,Kerr-Zachery@yahoo.com,32754,1,
01/04/2010 11:24:21,ZSK0258,PC-0461,Patricia.Denise.Wright@dtaa.com;Devin.Brett.Guzman@dtaa.com,Lane.Oleg.Mclaughlin@dtaa.com,,Zachery.Samson.Kerr@dtaa.com,37675,0,
01/04/2010 11:26:06,ZSK0258,PC-0461,Hadley.Willa.Hill@dtaa.com;Kermit.Beau.Leach@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,24691,0,
01/04/2010 11:29:33,ZSK0258,PC-0461,Devin.Brett.Guzman@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,22880,0,
01/04/2010 11:30:27,ZSK0258,PC-0461,Alec.Boris.Chase@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,20669,0,
01/04/2010 11:31:43,ZSK0258,PC-0461,Serina_M_Roberts@hp.com,,,Zachery.Samson.Kerr@dtaa.com,41334,0,
01/04/2010 11:34:47,ZSK0258,PC-0461,Hendrix-Nicolas@aol.com;DTT4@comcast.net,RSC538@verizon.net,,Kerr-Zachery@yahoo.com,42879,2,
01/05/2010 08:40:29,ZSK0258,PC-0461,Kermit.Beau.Leach@dtaa.com;Serina_M_Roberts@hp.com,Roary.Jane.Barrett@dtaa.com;Lane.Oleg.Mclaughlin@dtaa.com,,Zachery.Samson.Kerr@dtaa.com,25613,0,
01/05/2010 08:42:39,ZSK0258,PC-0461,Delilah.P.Schneider@aol.com,,,Kerr-Zachery@yahoo.com,20508,0,
01/05/2010 08:43:41,ZSK0258,PC-0461,Desirae.M.Koch@comcast.net;Serina_M_Roberts@sbcglobal.net,,,Kerr-Zachery@yahoo.com,28418,0,
01/05/2010 12:40:56,ZSK0258,PC-0461,Alec.Boris.Chase@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,36672,0,
01/05/2010 15:23:30,ZSK0258,PC-0461,Serina_M_Roberts@sbcglobal.net,,,Kerr-Zachery@yahoo.com,33982,0,
01/05/2010 15:31:07,ZSK0258,PC-0461,Delilah.P.Schneider@aol.com,,,Kerr-Zachery@yahoo.com,35340,0,
01/05/2010 15:52:21,ZSK0258,PC-0461,Alec.Boris.Chase@dtaa.com;William.Aristotle.Sampson@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,27125,0,
01/05/2010 15:52:47,ZSK0258,PC-0461,Mercedes.Ina.Landry@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,20840,2,
01/05/2010 15:54:09,ZSK0258,PC-0461,Vincent.Avram.Aguirre@dtaa.com,Kermit.Beau.Leach@dtaa.com;Patricia.Denise.Wright@dtaa.com,,Zachery.Samson.Kerr@dtaa.com,30368,0,
01/06/2010 13:29:20,ZSK0258,PC-0461,Dylan.Tiger.Terry@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,21877,0,
01/06/2010 13:32:54,ZSK0258,PC-0461,Vincent.Avram.Aguirre@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,22398,1,
01/06/2010 13:48:23,ZSK0258,PC-0461,Devin.Brett.Guzman@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,27456,0,
01/06/2010 13:51:02,ZSK0258,PC-0461,Kermit.Beau.Leach@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,27812,0,
01/06/2010 13:57:29,ZSK0258,PC-0461,William.Aristotle.Sampson@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,32374,0,
01/06/2010 14:33:36,ZSK0258,PC-0461,Dylan.Tiger.Terry@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,36835,2,
01/06/2010 15:08:56,ZSK0258,PC-0461,Alec.Boris.Chase@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,36719,1,
01/06/2010 16:49:37,ZSK0258,PC-0461,Mercedes.Ina.Landry@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,33576,0,
01/07/2010 08:19:37,ZSK0258,PC-0461,LOM415@juno.com,,,Kerr-Zachery@yahoo.com,14220,0,
01/07/2010 08:34:49,ZSK0258,PC-0461,VAA3321@msn.com;Roary-Barrett@charter.net;Desirae.M.Koch@comcast.net,LOM415@juno.com,,Kerr-Zachery@yahoo.com,21737,1,
01/07/2010 08:38:16,ZSK0258,PC-0461,Alice_Stout@sbcglobal.net;DTT4@comcast.net;VMJ628@verizon.net;Solomon-Minerva@yahoo.com,,,Kerr-Zachery@yahoo.com,32673,0,
01/07/2010 08:48:23,ZSK0258,PC-0461,Desirae.M.Koch@comcast.net,,,Kerr-Zachery@yahoo.com,23749,0,
01/07/2010 09:30:32,ZSK0258,PC-0461,Devin_Guzman@bellsouth.net;Desirae.M.Koch@comcast.net;Mercedes.I.Landry@comcast.net;WAS14@cox.net,Roary-Barrett@charter.net,,Kerr-Zachery@yahoo.com,25604,0,
01/07/2010 10:15:26,ZSK0258,PC-0461,DTT4@comcast.net,,,Kerr-Zachery@yahoo.com,17396,0,
01/07/2010 10:18:24,ZSK0258,PC-0461,Patricia.Emily.Salazar@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,15921,0,
01/07/2010 11:34:58,ZSK0258,PC-0461,Roary-Barrett@charter.net;Serina_M_Roberts@sbcglobal.net,,,Kerr-Zachery@yahoo.com,33399,0,
01/07/2010 11:37:01,ZSK0258,PC-0461,Desirae.M.Koch@comcast.net;Devin_Guzman@bellsouth.net,,,Kerr-Zachery@yahoo.com,34283,0,
01/08/2010 08:52:54,ZSK0258,PC-0461,Matthew.Harper.Glass@dtaa.com;Patricia.Denise.Wright@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,27350,0,
01/08/2010 08:54:08,ZSK0258,PC-0461,Dylan.Tiger.Terry@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,26319,0,
01/08/2010 09:01:50,ZSK0258,PC-0461,Devin.Brett.Guzman@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,21797,0,
01/08/2010 09:11:38,ZSK0258,PC-0461,Alec.Boris.Chase@dtaa.com;Lane.Oleg.Mclaughlin@dtaa.com,Mercedes.Ina.Landry@dtaa.com;Roary.Jane.Barrett@dtaa.com,,Zachery.Samson.Kerr@dtaa.com,22904,0,
01/08/2010 10:09:29,ZSK0258,PC-0461,Mercedes.Ina.Landry@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,14141,0,
01/08/2010 11:50:56,ZSK0258,PC-0461,Mikayla_J_Barron@netzero.com,,,Kerr-Zachery@yahoo.com,27376,5,
01/08/2010 16:16:49,ZSK0258,PC-0461,Alec.Boris.Chase@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,59699,0,
01/08/2010 16:18:01,ZSK0258,PC-0461,Delilah.P.Schneider@aol.com;Patricia.E.Salazar@sbcglobal.net,Horton-Omar@comcast.net,,Kerr-Zachery@yahoo.com,43143,1,
01/08/2010 16:18:27,ZSK0258,PC-0461,Kimberley_Sosa@netzero.com,,,Kerr-Zachery@yahoo.com,41567,0,
01/11/2010 11:02:31,ZSK0258,PC-0461,Alec.Boris.Chase@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,33442,1,
01/11/2010 11:26:29,ZSK0258,PC-0461,Emily.I.Perry@cox.net,,,Kerr-Zachery@yahoo.com,44488,0,
01/11/2010 11:27:44,ZSK0258,PC-0461,Olivia.Quynn.Hardy@dtaa.com,Delilah.Pearl.Schneider@dtaa.com,,Zachery.Samson.Kerr@dtaa.com,41605,3,
01/11/2010 11:29:51,ZSK0258,PC-0461,Devin.Brett.Guzman@dtaa.com;Patricia.Denise.Wright@dtaa.com;Kimberley.Kiona.Sosa@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,38588,0,
01/11/2010 11:30:16,ZSK0258,PC-0461,Robert.Samuel.Chen@dtaa.com;Alec.Boris.Chase@dtaa.com;Roary.Jane.Barrett@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,25137,0,
01/11/2010 11:32:08,ZSK0258,PC-0461,Lane.Oleg.Mclaughlin@dtaa.com,Lamar.Francis.Scott@dtaa.com,,Zachery.Samson.Kerr@dtaa.com,18467,0,
01/11/2010 13:24:54,ZSK0258,PC-0461,Todd.Vance.Spears@dtaa.com,Alec.Boris.Chase@dtaa.com,,Zachery.Samson.Kerr@dtaa.com,29937,0,
01/11/2010 14:05:26,ZSK0258,PC-0461,Desirae.Mari.Koch@dtaa.com;Patricia.Emily.Salazar@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,26582,0,
01/11/2010 15:43:14,ZSK0258,PC-0461,Patricia.Denise.Wright@dtaa.com;Desirae.Mari.Koch@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,25488,0,
01/12/2010 11:33:10,ZSK0258,PC-0461,Patricia.Emily.Salazar@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,23412,0,
01/12/2010 12:34:11,ZSK0258,PC-0461,Devin_Guzman@bellsouth.net;Desirae.M.Koch@comcast.net,KBL23@optonline.net;PDW52@bellsouth.net,,Kerr-Zachery@yahoo.com,31415,0,
01/12/2010 16:09:48,ZSK0258,PC-0461,PDW52@bellsouth.net;Roary-Barrett@charter.net,,,Kerr-Zachery@yahoo.com,35752,0,
01/12/2010 16:21:06,ZSK0258,PC-0461,Alec.Boris.Chase@dtaa.com;Roary.Jane.Barrett@dtaa.com;Serina_M_Roberts@hp.com,,,Zachery.Samson.Kerr@dtaa.com,21528,0,
01/12/2010 16:31:59,ZSK0258,PC-0461,Delilah.Pearl.Schneider@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,20019,0,
01/12/2010 16:44:09,ZSK0258,PC-0461,Mercedes.Ina.Landry@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,40442,0,
01/12/2010 16:44:13,ZSK0258,PC-0461,PDW52@bellsouth.net;Cally_Hansen@hotmail.com,,,Kerr-Zachery@yahoo.com,30515,0,
01/12/2010 16:44:36,ZSK0258,PC-0461,Hendrix-Nicolas@aol.com;Devin_Guzman@bellsouth.net,Patricia.E.Salazar@sbcglobal.net,,Kerr-Zachery@yahoo.com,26178,0,
01/12/2010 16:44:51,ZSK0258,PC-0461,LOM415@juno.com;RSC538@verizon.net,ABC251@cox.net,,Kerr-Zachery@yahoo.com,26857,2,
01/13/2010 10:23:05,ZSK0258,PC-0461,LOM415@juno.com,,,Kerr-Zachery@yahoo.com,33189,0,
01/13/2010 10:23:27,ZSK0258,PC-0461,Roary.Jane.Barrett@dtaa.com;Robert.Samuel.Chen@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,35425,0,
01/13/2010 10:27:36,ZSK0258,PC-0461,Gail.Mcconnell@charter.net,VAA3321@msn.com,,Kerr-Zachery@yahoo.com,26864,0,
01/13/2010 11:07:32,ZSK0258,PC-0461,VAA3321@msn.com,,,Kerr-Zachery@yahoo.com,19685,0,
01/13/2010 11:37:57,ZSK0258,PC-0461,Delilah.P.Schneider@aol.com;KBL23@optonline.net,Patricia.E.Salazar@sbcglobal.net,,Kerr-Zachery@yahoo.com,27675,0,
01/13/2010 11:43:12,ZSK0258,PC-0461,Mercedes.Ina.Landry@dtaa.com,Delilah.Pearl.Schneider@dtaa.com,,Zachery.Samson.Kerr@dtaa.com,53461,0,
01/13/2010 13:59:46,ZSK0258,PC-0461,Patricia.Emily.Salazar@dtaa.com;Robert.Samuel.Chen@dtaa.com;Devin.Brett.Guzman@dtaa.com,Nicolas.Brandon.Hendrix@dtaa.com,,Zachery.Samson.Kerr@dtaa.com,22822,0,
01/13/2010 14:10:45,ZSK0258,PC-0461,DTT4@comcast.net;BMG8237@yahoo.com;Serina_M_Roberts@sbcglobal.net,,,Kerr-Zachery@yahoo.com,31961,0,
01/13/2010 14:52:15,ZSK0258,PC-0461,Hendrix-Nicolas@aol.com;DTT4@comcast.net,WAS14@cox.net,,Kerr-Zachery@yahoo.com,20401,0,
01/14/2010 09:59:10,ZSK0258,PC-0461,Alec.Boris.Chase@dtaa.com;Lane.Oleg.Mclaughlin@dtaa.com;Dylan.Tiger.Terry@dtaa.com;Roary.Jane.Barrett@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,38666,0,
01/14/2010 10:17:21,ZSK0258,PC-0461,Kermit.Beau.Leach@dtaa.com,Christian.S.Gardner@northropgrumman.com,,Zachery.Samson.Kerr@dtaa.com,32125,0,
01/14/2010 10:32:32,ZSK0258,PC-0461,Roary.Jane.Barrett@dtaa.com;Devin.Brett.Guzman@dtaa.com;William.Aristotle.Sampson@dtaa.com,Dylan.Tiger.Terry@dtaa.com,,Zachery.Samson.Kerr@dtaa.com,32419,0,
01/14/2010 11:21:02,ZSK0258,PC-0461,Desirae.Mari.Koch@dtaa.com,Mercedes.Ina.Landry@dtaa.com,,Zachery.Samson.Kerr@dtaa.com,24274,0,
01/14/2010 11:30:00,ZSK0258,PC-0461,Serina_M_Roberts@hp.com,,,Zachery.Samson.Kerr@dtaa.com,25691,0,
01/14/2010 11:55:15,ZSK0258,PC-0461,Francis.Kane.Buckner@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,30199,0,
01/14/2010 12:12:56,ZSK0258,PC-0461,Delilah.P.Schneider@aol.com;Devin_Guzman@bellsouth.net;Christian.S.Gardner@netzero.com,WAS14@cox.net,,Kerr-Zachery@yahoo.com,17852,0,
01/14/2010 12:20:32,ZSK0258,PC-0461,Mercedes.Ina.Landry@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,41906,0,
01/15/2010 14:04:52,ZSK0258,PC-0461,Delilah.Pearl.Schneider@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,11896,0,
01/15/2010 14:05:29,ZSK0258,PC-0461,Devin.Brett.Guzman@dtaa.com;Roary.Jane.Barrett@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,20755,0,
01/15/2010 14:07:53,ZSK0258,PC-0461,Azalia.Halee.Cantu@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,29437,0,
01/15/2010 14:08:04,ZSK0258,PC-0461,Lane.Oleg.Mclaughlin@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,13174,0,
01/15/2010 14:08:30,ZSK0258,PC-0461,Bruno.Beau.Hoover@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,18309,0,
01/15/2010 14:08:32,ZSK0258,PC-0461,Devin.Brett.Guzman@dtaa.com;William.Aristotle.Sampson@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,34898,0,
01/15/2010 14:09:25,ZSK0258,PC-0461,Kermit.Beau.Leach@dtaa.com;Delilah.Pearl.Schneider@dtaa.com;Vincent.Avram.Aguirre@dtaa.com,Robert.Samuel.Chen@dtaa.com,,Zachery.Samson.Kerr@dtaa.com,20712,0,
01/15/2010 14:09:31,ZSK0258,PC-0461,Kermit.Beau.Leach@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,35191,0,
01/15/2010 14:12:21,ZSK0258,PC-0461,Devin.Brett.Guzman@dtaa.com,Dylan.Tiger.Terry@dtaa.com;Patricia.Denise.Wright@dtaa.com,,Zachery.Samson.Kerr@dtaa.com,23047,0,
01/18/2010 08:25:57,ZSK0258,PC-0461,LOM415@juno.com,,,Kerr-Zachery@yahoo.com,47508,0,
01/18/2010 08:26:01,ZSK0258,PC-0461,William.Aristotle.Sampson@dtaa.com;Vincent.Avram.Aguirre@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,25168,0,
01/18/2010 10:56:09,ZSK0258,PC-0461,Lane.Oleg.Mclaughlin@dtaa.com,Vincent.Avram.Aguirre@dtaa.com,,Zachery.Samson.Kerr@dtaa.com,23129,0,
01/18/2010 10:56:30,ZSK0258,PC-0461,Jane_Dotson@juno.com;DTT4@comcast.net;Christian.S.Gardner@netzero.com,,,Kerr-Zachery@yahoo.com,27257,1,
01/18/2010 10:57:56,ZSK0258,PC-0461,Desirae.M.Koch@comcast.net,Christian.S.Gardner@netzero.com,,Kerr-Zachery@yahoo.com,24744,0,
01/18/2010 15:30:11,ZSK0258,PC-0461,WAS14@cox.net;Serina_M_Roberts@sbcglobal.net,ABC251@cox.net,,Kerr-Zachery@yahoo.com,26907,0,
01/18/2010 16:10:12,ZSK0258,PC-0461,Caleb.Mason.Ball@dtaa.com,,,Zachery.Samson.Kerr@dtaa.com,35553,0,
01/18/2010 16:24:54,ZSK0258,PC-0461,KBL23@optonline.net;VAA3321@msn.com,,,Kerr-Zachery@yahoo.com,52223,0,
01/18/2010 16:33:24,ZSK0258,PC-0461,Delilah.Pearl.Schneider@dtaa.com;Devin.Brett.Guzman@dtaa.com,Mercedes.Ina.Landry@dtaa.com,,Zachery.Samson.Kerr@dtaa.com,18970,0,
01/19/2010 08:18:15,ZSK0258,PC-0461,Vincent.Avram.Aguirre@dtaa.com,Robert.Samuel.Chen@dtaa.com,,Zachery.Samson.Kerr@dtaa.com,28692,0,
01/19/2010 08:55:33,ZSK0258,PC-0461,Lyons_Bethany@optonline.net,PDW52@bellsouth.net;Boyer-Branden@comcast.net,,Kerr-Zachery@yahoo.com,19878,0,
