01/04/2010 14:23:11,SJF0094,PC-3559,KTG771@optonline.net;HCM9@earthlink.net;Thaddeus_E_Martin@hotmail.com,CMB3526@verizon.net;Ainsley.M.Doyle@hotmail.com,Shea_J_Franks@earthlink.net,Shea_J_Franks@earthlink.net,27058,1,
01/04/2010 14:42:16,SJF0094,PC-3559,Thaddeus_E_Martin@hotmail.com;IIA3@sbcglobal.net;Mcpherson-Arthur@bellsouth.net,Shea_J_Franks@earthlink.net,Ainsley.M.Doyle@hotmail.com,Shea_J_Franks@earthlink.net,25212,1,
01/04/2010 14:58:38,SJF0094,PC-3559,Deborah-Mcclure@msn.com;Thaddeus_E_Martin@hotmail.com,Shea_J_Franks@earthlink.net,Ainsley.M.Doyle@hotmail.com,Shea_J_Franks@earthlink.net,15604,1,
01/04/2010 15:05:52,SJF0094,PC-3559,Carl-Wong@hotmail.com,Shea_J_Franks@earthlink.net,Ainsley.M.Doyle@hotmail.com,Shea_J_Franks@earthlink.net,32916,0,
01/04/2010 15:07:14,SJF0094,PC-3559,IIA3@sbcglobal.net,,Shea_J_Franks@earthlink.net;Ainsley.M.Doyle@hotmail.com,Shea_J_Franks@earthlink.net,31411,0,
01/04/2010 15:07:59,SJF0094,PC-3559,Ainsley.M.Doyle@hotmail.com,,Shea_J_Franks@earthlink.net,Shea_J_Franks@earthlink.net,45204,0,
01/04/2010 15:08:49,SJF0094,PC-3559,Thaddeus.Emery.Martin@dtaa.com;Ainsley.MacKensie.Doyle@dtaa.com;Carl.Ferdinand.Wong@dtaa.com,,Shea.Jane.Franks@dtaa.com,Shea.Jane.Franks@dtaa.com,20873,4,
01/04/2010 15:15:09,SJF0094,PC-3559,Lani.Beard@earthlink.net,Shea_J_Franks@earthlink.net,Ainsley.M.Doyle@hotmail.com,Shea_J_Franks@earthlink.net,22464,0,
01/04/2010 15:19:35,SJF0094,PC-3559,Ainsley.MacKensie.Doyle@dtaa.com;Deborah.Victoria.Mcclure@dtaa.com;Hall.Colorado.Morin@dtaa.com;Mcpherson-Arthur@harris.com,Shea.Jane.Franks@dtaa.com,,Shea.Jane.Franks@dtaa.com,42137,0,
01/04/2010 15:25:28,SJF0094,PC-3559,Deborah-Mcclure@msn.com,Rogan_Alexander@juno.com;Ainsley.M.Doyle@hotmail.com,Shea_J_Franks@earthlink.net,Shea_J_Franks@earthlink.net,48254,0,
01/05/2010 07:31:07,SJF0094,PC-3559,Ivor.Amir.Tucker@dtaa.com,,Shea.Jane.Franks@dtaa.com;Ainsley.MacKensie.Doyle@dtaa.com,Shea.Jane.Franks@dtaa.com,22680,0,
01/05/2010 07:31:21,SJF0094,PC-3559,Lani.Dai.Beard@dtaa.com;Roth.Mannix.Simon@dtaa.com;Hall.Colorado.Morin@dtaa.com,Shea.Jane.Franks@dtaa.com;Ainsley.MacKensie.Doyle@dtaa.com,,Shea.Jane.Franks@dtaa.com,29006,4,
