01/04/2010 12:19:08,IJR0825,PC-8560,Dominic-Hewitt@verizon.net;BBS3427@gmail.com,Ella.Rivera@hotmail.com,,Ivor.J.Robbins@netzero.com,27790,2,
01/05/2010 14:21:06,IJR0825,PC-8560,Malcolm.Sebastian.Garrison@dtaa.com,,,Ivor.Jelani.Robbins@dtaa.com,25875,0,
01/06/2010 18:36:17,IJR0825,PC-8560,Amelia.R.Burgess@comcast.net;Armand.O.Key@aol.com;Addison-E-Snyder@earthlink.net;Leonard-Bennett@juno.com,,,Ivor.J.Robbins@netzero.com,24296,0,
01/07/2010 09:13:51,IJR0825,PC-8560,Norman.Jackson.Beck@dtaa.com,,,Ivor.Jelani.Robbins@dtaa.com,21086,0,
01/08/2010 12:50:39,IJR0825,PC-8560,Anne.Jane.Carey@dtaa.com,,,Ivor.Jelani.Robbins@dtaa.com,20573,0,
01/11/2010 19:11:25,IJR0825,PC-8560,Jaquelyn.Angelica.Jimenez@dtaa.com;Amy.Lucy.Chen@dtaa.com;Hiroko.Kiona.Faulkner@dtaa.com,Eugenia.Hannah.Blanchard@dtaa.com;CWM715@boeing.com,,Ivor.Jelani.Robbins@dtaa.com,37256,1,
01/12/2010 08:31:50,IJR0825,PC-8560,Duran-Grady@verizon.net;Aretha_Deleon@optonline.net,,,Ivor.J.Robbins@netzero.com,24253,4,
01/13/2010 14:58:58,IJR0825,PC-8560,PAD1@charter.net,,,Ivor.J.Robbins@netzero.com,15915,0,
01/14/2010 08:47:36,IJR0825,PC-8560,Dominic.Calvin.Hewitt@dtaa.com;Pandora_L_Valenzuela@raytheon.com,Ivor.Herrod.Kaufman@dtaa.com,,Ivor.Jelani.Robbins@dtaa.com,25827,1,
01/15/2010 15:40:38,IJR0825,PC-8560,Laith.Jason.Britt@dtaa.com,,,Ivor.Jelani.Robbins@dtaa.com,13906,0,
01/18/2010 13:26:48,IJR0825,PC-8560,IHK9@optonline.net;Aladdin.H.Day@cox.net;ILC5@hotmail.com;Jeanette_K_Mcmillan@netzero.com,Craig-Cyrus@comcast.net,,Ivor.J.Robbins@netzero.com,29605,2,
01/19/2010 09:06:49,IJR0825,PC-8560,Dominic.Calvin.Hewitt@dtaa.com;Anthony.Aidan.Nixon@dtaa.com,Ivan.Levi.Craig@dtaa.com,,Ivor.Jelani.Robbins@dtaa.com,28721,0,
01/20/2010 10:18:09,IJR0825,PC-8560,Harding-Prescott@comcast.net,,,Ivor.J.Robbins@netzero.com,23840,0,
01/21/2010 11:29:22,IJR0825,PC-8560,Aretha.Dorothy.Deleon@dtaa.com,Ivan.Levi.Craig@dtaa.com,,Ivor.Jelani.Robbins@dtaa.com,28191,0,
01/22/2010 16:56:29,IJR0825,PC-8560,Dominic.Calvin.Hewitt@dtaa.com;Eugenia.Hannah.Blanchard@dtaa.com;Ivor.Herrod.Kaufman@dtaa.com;Jeanette.Cally.Whitfield@dtaa.com,,,Ivor.Jelani.Robbins@dtaa.com,23409,2,
01/25/2010 11:57:22,IJR0825,PC-8560,AAN2553@aol.com;IHK9@optonline.net,,,Ivor.J.Robbins@netzero.com,24118,1,
01/26/2010 09:03:49,IJR0825,PC-8560,Anthony.Aidan.Nixon@dtaa.com;Willow.Iliana.Quinn@dtaa.com,,,Ivor.Jelani.Robbins@dtaa.com,19184,0,
01/27/2010 13:16:24,IJR0825,PC-8560,LJB915@yahoo.com;Anne_Carey@juno.com;CHM782@comcast.net;IHK9@optonline.net,,,Ivor.J.Robbins@netzero.com,34643,1,
01/28/2010 10:53:18,IJR0825,PC-8560,Emmanuel.Lawrence.Briggs@dtaa.com;Macon.Joseph.Morrison@dtaa.com;Ivor.Herrod.Kaufman@dtaa.com;Ira.Brendan.Ball@dtaa.com,DBG35@lockheedmartin.com,,Ivor.Jelani.Robbins@dtaa.com,27706,0,
