01/04/2010 07:21:19,KTG0091,PC-7913,Roth.Mannix.Simon@dtaa.com;Hall.Colorado.Morin@dtaa.com;Deborah.Victoria.Mcclure@dtaa.com,Amaya.Britanni.Newton@dtaa.com,,Kendall.Thaddeus.Glover@dtaa.com,55141,0,
01/04/2010 07:28:40,KTG0091,PC-7913,Ainsley.MacKensie.Doyle@dtaa.com,,,Kendall.Thaddeus.Glover@dtaa.com,20900,0,
01/04/2010 07:32:09,KTG0091,PC-7913,Ivor.Amir.Tucker@dtaa.com;Ingrid.Irene.Atkins@dtaa.com,Hall.Colorado.Morin@dtaa.com,,Kendall.Thaddeus.Glover@dtaa.com,24457,0,
01/04/2010 10:31:50,KTG0091,PC-7913,Ivor_Tucker@earthlink.net,,,KTG771@optonline.net,32514,0,
01/04/2010 11:32:55,KTG0091,PC-7913,Deborah.Victoria.Mcclure@dtaa.com,,,Kendall.Thaddeus.Glover@dtaa.com,26813,0,
01/04/2010 11:48:19,KTG0091,PC-7913,Deborah.Victoria.Mcclure@dtaa.com,,,Kendall.Thaddeus.Glover@dtaa.com,41456,0,
01/04/2010 12:03:59,KTG0091,PC-7913,Carl.Ferdinand.Wong@dtaa.com,,,Kendall.Thaddeus.Glover@dtaa.com,47155,0,
01/04/2010 12:35:29,KTG0091,PC-7913,Thaddeus.Emery.Martin@dtaa.com,Lani.Dai.Beard@dtaa.com,,Kendall.Thaddeus.Glover@dtaa.com,33374,0,
01/04/2010 15:31:23,KTG0091,PC-7913,Lani.Beard@earthlink.net,,,KTG771@optonline.net,34001,2,
01/05/2010 08:08:35,KTG0091,PC-7913,Deborah.Victoria.Mcclure@dtaa.com,,,Kendall.Thaddeus.Glover@dtaa.com,35078,0,
01/05/2010 08:11:02,KTG0091,PC-7913,Ivor.Amir.Tucker@dtaa.com,,,Kendall.Thaddeus.Glover@dtaa.com,19910,0,
01/05/2010 08:11:14,KTG0091,PC-7913,Ingrid.Irene.Atkins@dtaa.com,Quincy.Preston.Moses@dtaa.com,,Kendall.Thaddeus.Glover@dtaa.com,29153,0,
01/05/2010 08:14:41,KTG0091,PC-7913,Ainsley.MacKensie.Doyle@dtaa.com,Deborah.Victoria.Mcclure@dtaa.com;Roth.Mannix.Simon@dtaa.com,,Kendall.Thaddeus.Glover@dtaa.com,28891,1,
01/05/2010 08:15:11,KTG0091,PC-7913,Ramona_Moses@juno.com;Shea_J_Franks@earthlink.net,,,KTG771@optonline.net,25598,0,
01/05/2010 08:19:35,KTG0091,PC-7913,Ainsley.MacKensie.Doyle@dtaa.com,,,Kendall.Thaddeus.Glover@dtaa.com,28170,0,
01/05/2010 08:20:07,KTG0091,PC-7913,Roth.Mannix.Simon@dtaa.com;Maxwell.Clark.Faulkner@dtaa.com,Carl.Ferdinand.Wong@dtaa.com;Daphne.B.Booth@raytheon.com,,Kendall.Thaddeus.Glover@dtaa.com,22477,0,
01/05/2010 08:24:46,KTG0091,PC-7913,Lani.Dai.Beard@dtaa.com;Harper.Basil.Obrien@dtaa.com;Deborah.Victoria.Mcclure@dtaa.com,Ainsley.MacKensie.Doyle@dtaa.com,,Kendall.Thaddeus.Glover@dtaa.com,39966,0,
01/05/2010 11:13:59,KTG0091,PC-7913,Carl.Ferdinand.Wong@dtaa.com;Thaddeus.Emery.Martin@dtaa.com,Ingrid.Irene.Atkins@dtaa.com,,Kendall.Thaddeus.Glover@dtaa.com,37249,0,
01/06/2010 08:41:00,KTG0091,PC-7913,Shea_J_Franks@earthlink.net,,,KTG771@optonline.net,21405,0,
01/06/2010 09:16:58,KTG0091,PC-7913,Shea_J_Franks@earthlink.net,,,KTG771@optonline.net,31420,0,
01/06/2010 10:05:07,KTG0091,PC-7913,Ivor_Tucker@earthlink.net;Ainsley.M.Doyle@hotmail.com;Deborah-Mcclure@msn.com,Whoopi.B.Camacho@aol.com,,KTG771@optonline.net,15390,0,
01/06/2010 11:27:58,KTG0091,PC-7913,Deborah-Mcclure@msn.com,,,KTG771@optonline.net,34117,0,
01/06/2010 11:31:53,KTG0091,PC-7913,Deborah-Mcclure@msn.com,,,KTG771@optonline.net,24534,0,
01/06/2010 11:39:29,KTG0091,PC-7913,TSG144@msn.com,,,KTG771@optonline.net,16901,3,
01/06/2010 11:41:16,KTG0091,PC-7913,Thaddeus.Emery.Martin@dtaa.com,,,Kendall.Thaddeus.Glover@dtaa.com,28654,1,
01/06/2010 11:42:29,KTG0091,PC-7913,Carl-Wong@hotmail.com,,,KTG771@optonline.net,30646,0,
01/07/2010 14:08:27,KTG0091,PC-7913,Ivor_Tucker@earthlink.net,,,KTG771@optonline.net,42571,0,
01/07/2010 14:12:38,KTG0091,PC-7913,IIA3@sbcglobal.net,,,KTG771@optonline.net,29372,1,
01/07/2010 14:14:33,KTG0091,PC-7913,Iona_B_Payne@cox.net,,,KTG771@optonline.net,17460,0,
01/07/2010 14:16:01,KTG0091,PC-7913,Axel.Seth.Lewis@dtaa.com;Ingrid.Irene.Atkins@dtaa.com,Thaddeus.Emery.Martin@dtaa.com,,Kendall.Thaddeus.Glover@dtaa.com,40901,1,
01/07/2010 14:16:36,KTG0091,PC-7913,Lani.Dai.Beard@dtaa.com;Carl.Ferdinand.Wong@dtaa.com;Ingrid.Irene.Atkins@dtaa.com,,,Kendall.Thaddeus.Glover@dtaa.com,54973,7,
01/07/2010 14:17:10,KTG0091,PC-7913,Hope_Jensen@netzero.com,,,KTG771@optonline.net,17719,0,
01/07/2010 14:17:12,KTG0091,PC-7913,Simon-Roth@charter.net,,,KTG771@optonline.net,27380,0,
01/07/2010 14:17:41,KTG0091,PC-7913,Carl.Ferdinand.Wong@dtaa.com;Daphne.B.Booth@raytheon.com,Roth.Mannix.Simon@dtaa.com,,Kendall.Thaddeus.Glover@dtaa.com,29888,0,
01/07/2010 14:18:16,KTG0091,PC-7913,Simon-Roth@charter.net,,,KTG771@optonline.net,21762,0,
01/08/2010 09:31:05,KTG0091,PC-7913,HCM9@earthlink.net,,,KTG771@optonline.net,40763,0,
01/08/2010 09:31:47,KTG0091,PC-7913,Bryar.J.Weber@optonline.net,,,KTG771@optonline.net,35604,0,
01/08/2010 14:12:11,KTG0091,PC-7913,Akeem-Lopez@netzero.com;Carl-Wong@hotmail.com,Bryar.J.Weber@optonline.net,,KTG771@optonline.net,27829,0,
01/08/2010 14:12:35,KTG0091,PC-7913,Carl.Ferdinand.Wong@dtaa.com,,,Kendall.Thaddeus.Glover@dtaa.com,28368,1,
01/11/2010 12:10:33,KTG0091,PC-7913,Ainsley.MacKensie.Doyle@dtaa.com,,,Kendall.Thaddeus.Glover@dtaa.com,37423,0,
01/11/2010 12:10:55,KTG0091,PC-7913,Ainsley.M.Doyle@hotmail.com;Simon-Roth@charter.net;IIA3@sbcglobal.net,Carl-Wong@hotmail.com,,KTG771@optonline.net,39006,5,
01/11/2010 12:12:46,KTG0091,PC-7913,Ainsley.MacKensie.Doyle@dtaa.com,,,Kendall.Thaddeus.Glover@dtaa.com,30286,0,
