01/04/2010 15:15:58,OSH0655,PC-3998,Yasir.Wade.Wilcox@dtaa.com,,,Olympia.Shafira.Harrison@dtaa.com,30824,0,
01/04/2010 17:04:28,OSH0655,PC-3998,Roth.Mannix.Simon@dtaa.com,Heather.Cynthia.Leonard@dtaa.com,,Olympia.Shafira.Harrison@dtaa.com,23320,0,
01/04/2010 17:50:01,OSH0655,PC-3998,Hadley_Dillon@juno.com,,,Harrison_Olympia@earthlink.net,26472,0,
01/05/2010 09:23:31,OSH0655,PC-3998,Kay-Skinner@yahoo.com;BCM6@cox.net;Brenda_Matthews@netzero.com,Igor.I.Ward@comcast.net,,Harrison_Olympia@earthlink.net,35851,2,
01/05/2010 13:08:47,OSH0655,PC-3998,Sopoline_D_Tucker@northropgrumman.com,,,Olympia.Shafira.Harrison@dtaa.com,40761,0,
01/05/2010 14:29:20,OSH0655,PC-3998,Claudia.Galena.Baldwin@dtaa.com,,,Olympia.Shafira.Harrison@dtaa.com,31905,0,
01/06/2010 10:38:41,OSH0655,PC-3998,Dai_Bullock@hotmail.com;BAJ7@cox.net;Alyssa.I.Decker@charter.net,Hadley_W_Hill@verizon.net;HTF6869@verizon.net,,Harrison_Olympia@earthlink.net,33627,1,
01/06/2010 16:40:02,OSH0655,PC-3998,Heather.Cynthia.Leonard@dtaa.com;Brock.Aladdin.Joyce@dtaa.com,Tarik.Linus.Hubbard@dtaa.com,,Olympia.Shafira.Harrison@dtaa.com,34694,0,
01/06/2010 20:08:58,OSH0655,PC-3998,Tarik.Linus.Hubbard@dtaa.com,,,Olympia.Shafira.Harrison@dtaa.com,33259,0,
01/07/2010 16:21:12,OSH0655,PC-3998,XRS48@optonline.net;Hedwig-Livingston@verizon.net;Lacey-Rasmussen@netzero.com;Marshall_Reyes@hotmail.com,,,Harrison_Olympia@earthlink.net,35512,0,
01/07/2010 16:34:42,OSH0655,PC-3998,Dai_Bullock@hotmail.com,,,Harrison_Olympia@earthlink.net,23569,0,
