01/04/2010 09:13:06,MAH0149,PC-6756,Cedric.Herrod.Gilliam@dtaa.com;Raven.Deirdre.Morrison@dtaa.com;Beasley-Flynn@hp.com,Lacota.Helen.Nash@dtaa.com;BJR452@hp.com,,Myles.August.Heath@dtaa.com,22729,0,
01/04/2010 09:23:28,MAH0149,PC-6756,Denise.I.Doyle@optonline.net;FDB8744@hotmail.com,Lacota_Nash@msn.com,,MAH648@bellsouth.net,24006,1,
01/04/2010 09:43:47,MAH0149,PC-6756,Mariko_Snyder@bellsouth.net,Aurora_Hopkins@cox.net,,MAH648@bellsouth.net,19259,1,
01/04/2010 09:50:01,MAH0149,PC-6756,CHG75@gmail.com,,,MAH648@bellsouth.net,27085,0,
01/04/2010 10:07:04,MAH0149,PC-6756,CHG75@gmail.com,,,MAH648@bellsouth.net,31895,0,
01/04/2010 10:38:21,MAH0149,PC-6756,Raven.Deirdre.Morrison@dtaa.com;Meghan.Phoebe.Macias@dtaa.com;Lacota.Helen.Nash@dtaa.com;Cedric.Herrod.Gilliam@dtaa.com,,,Myles.August.Heath@dtaa.com,45560,1,
01/04/2010 10:48:34,MAH0149,PC-6756,Lacota_Nash@msn.com,,,MAH648@bellsouth.net,35342,0,
01/04/2010 11:06:59,MAH0149,PC-6756,CHG75@gmail.com;Poole-Risa@optonline.net,Raven.D.Morrison@gmail.com;Lacota_Nash@msn.com,,MAH648@bellsouth.net,32058,1,
01/04/2010 11:10:36,MAH0149,PC-6756,Donovan-Miriam@charter.net,,,MAH648@bellsouth.net,21458,0,
01/04/2010 14:45:14,MAH0149,PC-6756,Cedric.Herrod.Gilliam@dtaa.com,,,Myles.August.Heath@dtaa.com,35451,0,
01/04/2010 14:46:05,MAH0149,PC-6756,Lacota.Helen.Nash@dtaa.com;Raven.Deirdre.Morrison@dtaa.com;Cedric.Herrod.Gilliam@dtaa.com,,,Myles.August.Heath@dtaa.com,21709,1,
01/05/2010 09:22:24,MAH0149,PC-6756,Lacota.Helen.Nash@dtaa.com;Raven.Deirdre.Morrison@dtaa.com;Cedric.Herrod.Gilliam@dtaa.com,,,Myles.August.Heath@dtaa.com,15981,1,
01/05/2010 10:32:03,MAH0149,PC-6756,Raven.D.Morrison@gmail.com,,,MAH648@bellsouth.net,17650,0,
01/05/2010 14:20:38,MAH0149,PC-6756,Alfreda_Holloway@msn.com,,,MAH648@bellsouth.net,22824,0,
01/05/2010 14:27:00,MAH0149,PC-6756,Raven.Deirdre.Morrison@dtaa.com;Lacota.Helen.Nash@dtaa.com,,,Myles.August.Heath@dtaa.com,22390,4,
01/05/2010 14:29:38,MAH0149,PC-6756,Raven.Deirdre.Morrison@dtaa.com,,,Myles.August.Heath@dtaa.com,17098,0,
01/05/2010 14:32:01,MAH0149,PC-6756,CHG75@gmail.com,,,MAH648@bellsouth.net,33739,0,
01/05/2010 14:33:10,MAH0149,PC-6756,CHG75@gmail.com,,,MAH648@bellsouth.net,39677,0,
01/05/2010 14:35:37,MAH0149,PC-6756,Lacota.Helen.Nash@dtaa.com;Raven.Deirdre.Morrison@dtaa.com;Cedric.Herrod.Gilliam@dtaa.com,,,Myles.August.Heath@dtaa.com,14970,2,
01/05/2010 14:45:45,MAH0149,PC-6756,Lacota.Helen.Nash@dtaa.com;Beasley-Flynn@hp.com,,,Myles.August.Heath@dtaa.com,42473,2,
01/05/2010 14:47:20,MAH0149,PC-6756,Kathleen.Aline.Chan@dtaa.com,Lacota.Helen.Nash@dtaa.com;Cedric.Herrod.Gilliam@dtaa.com,,Myles.August.Heath@dtaa.com,35064,1,
01/05/2010 16:21:15,MAH0149,PC-6756,Raven.Deirdre.Morrison@dtaa.com,,,Myles.August.Heath@dtaa.com,17715,0,
01/06/2010 12:56:57,MAH0149,PC-6756,Lacota.Helen.Nash@dtaa.com;Grant.Camden.Gay@dtaa.com,,,Myles.August.Heath@dtaa.com,36611,1,
01/06/2010 12:57:12,MAH0149,PC-6756,CHG75@gmail.com,,,MAH648@bellsouth.net,12967,0,
01/06/2010 13:03:40,MAH0149,PC-6756,Owens_Frances@msn.com,,,MAH648@bellsouth.net,18884,2,
01/06/2010 13:12:33,MAH0149,PC-6756,Raven.D.Morrison@gmail.com,,,MAH648@bellsouth.net,26557,0,
01/06/2010 13:18:51,MAH0149,PC-6756,Lacota_Nash@msn.com,,,MAH648@bellsouth.net,36135,0,
01/06/2010 13:32:55,MAH0149,PC-6756,Raven.D.Morrison@gmail.com,,,MAH648@bellsouth.net,35632,0,
01/06/2010 13:33:04,MAH0149,PC-6756,Lacota.Helen.Nash@dtaa.com;Cedric.Herrod.Gilliam@dtaa.com,Raven.Deirdre.Morrison@dtaa.com,,Myles.August.Heath@dtaa.com,39580,1,
01/06/2010 14:08:35,MAH0149,PC-6756,Cameron_Parks@earthlink.net,,,MAH648@bellsouth.net,30764,0,
01/06/2010 15:24:54,MAH0149,PC-6756,Raven.Deirdre.Morrison@dtaa.com,,,Myles.August.Heath@dtaa.com,30214,0,
01/06/2010 16:18:22,MAH0149,PC-6756,Lacota.Helen.Nash@dtaa.com,,,Myles.August.Heath@dtaa.com,36850,1,
01/06/2010 16:28:23,MAH0149,PC-6756,Alec.Boris.Chase@dtaa.com,,,Myles.August.Heath@dtaa.com,35968,0,
01/07/2010 08:35:52,MAH0149,PC-6756,Lacota_Nash@msn.com,,,MAH648@bellsouth.net,25485,0,
01/07/2010 09:05:42,MAH0149,PC-6756,Raven.Deirdre.Morrison@dtaa.com;Cedric.Herrod.Gilliam@dtaa.com;Beasley-Flynn@hp.com,,,Myles.August.Heath@dtaa.com,22221,3,
01/07/2010 09:08:41,MAH0149,PC-6756,Lacota.Helen.Nash@dtaa.com;Raven.Deirdre.Morrison@dtaa.com;Cedric.Herrod.Gilliam@dtaa.com,,,Myles.August.Heath@dtaa.com,36130,1,
01/07/2010 09:10:07,MAH0149,PC-6756,Cedric.Herrod.Gilliam@dtaa.com;Serina.Ariana.Butler@dtaa.com;Raven.Deirdre.Morrison@dtaa.com,Lacota.Helen.Nash@dtaa.com,,Myles.August.Heath@dtaa.com,38026,2,
01/07/2010 09:13:50,MAH0149,PC-6756,Cedric.Herrod.Gilliam@dtaa.com,Lacota.Helen.Nash@dtaa.com,,Myles.August.Heath@dtaa.com,41265,0,
01/07/2010 09:28:53,MAH0149,PC-6756,Cedric.Herrod.Gilliam@dtaa.com,,,Myles.August.Heath@dtaa.com,64708,0,
01/07/2010 09:31:05,MAH0149,PC-6756,Lacota.Helen.Nash@dtaa.com,Cedric.Herrod.Gilliam@dtaa.com,,Myles.August.Heath@dtaa.com,21949,0,
01/07/2010 11:07:56,MAH0149,PC-6756,Lacota.Helen.Nash@dtaa.com;Cameron.P.Parks@raytheon.com,,,Myles.August.Heath@dtaa.com,30498,0,
01/07/2010 11:13:48,MAH0149,PC-6756,Raven.Deirdre.Morrison@dtaa.com,,,Myles.August.Heath@dtaa.com,43015,0,
01/07/2010 11:13:53,MAH0149,PC-6756,Chadwick.Armand.Nunez@dtaa.com,,,Myles.August.Heath@dtaa.com,29729,3,
01/08/2010 09:02:32,MAH0149,PC-6756,Lacota.Helen.Nash@dtaa.com,,,Myles.August.Heath@dtaa.com,34417,0,
01/08/2010 09:37:28,MAH0149,PC-6756,CHG75@gmail.com,,,MAH648@bellsouth.net,66159,0,
01/08/2010 09:53:09,MAH0149,PC-6756,Raven.Deirdre.Morrison@dtaa.com,Cedric.Herrod.Gilliam@dtaa.com,,Myles.August.Heath@dtaa.com,26485,0,
01/08/2010 10:40:38,MAH0149,PC-6756,CHG75@gmail.com;Poole-Risa@optonline.net,Lacota_Nash@msn.com,,MAH648@bellsouth.net,31556,1,
01/08/2010 10:43:15,MAH0149,PC-6756,CHG75@gmail.com;Raven.D.Morrison@gmail.com,Lacota_Nash@msn.com,,MAH648@bellsouth.net,32442,3,
01/08/2010 11:16:17,MAH0149,PC-6756,CHG75@gmail.com;BJR24@optonline.net,,,MAH648@bellsouth.net,30187,1,
01/08/2010 11:19:06,MAH0149,PC-6756,Raven.Deirdre.Morrison@dtaa.com,,,Myles.August.Heath@dtaa.com,26950,4,
01/08/2010 12:02:44,MAH0149,PC-6756,Cedric.Herrod.Gilliam@dtaa.com;Raven.Deirdre.Morrison@dtaa.com;Lacota.Helen.Nash@dtaa.com,Cleo.Jeanette.Morales@dtaa.com,,Myles.August.Heath@dtaa.com,23167,1,
01/08/2010 12:13:35,MAH0149,PC-6756,Cedric.Herrod.Gilliam@dtaa.com,,,Myles.August.Heath@dtaa.com,25309,0,
01/08/2010 12:29:41,MAH0149,PC-6756,Cedric.Herrod.Gilliam@dtaa.com,,,Myles.August.Heath@dtaa.com,31435,1,
01/08/2010 15:20:11,MAH0149,PC-6756,Lacota.Helen.Nash@dtaa.com;Raven.Deirdre.Morrison@dtaa.com,Cedric.Herrod.Gilliam@dtaa.com;BJR452@hp.com,,Myles.August.Heath@dtaa.com,29258,0,
01/11/2010 14:00:38,MAH0149,PC-6756,Nicholson_Selma@bellsouth.net;Lacota_Nash@msn.com,CHG75@gmail.com,,MAH648@bellsouth.net,26779,1,
01/11/2010 14:01:43,MAH0149,PC-6756,Cedric.Herrod.Gilliam@dtaa.com,,,Myles.August.Heath@dtaa.com,26128,0,
01/11/2010 14:13:36,MAH0149,PC-6756,Raven.D.Morrison@gmail.com;CHG75@gmail.com,Lacota_Nash@msn.com,,MAH648@bellsouth.net,20606,3,
01/11/2010 14:17:13,MAH0149,PC-6756,CHG75@gmail.com,,,MAH648@bellsouth.net,30319,1,
01/11/2010 14:37:59,MAH0149,PC-6756,CHG75@gmail.com;Raven.D.Morrison@gmail.com,BJR24@optonline.net,,MAH648@bellsouth.net,22565,5,
01/11/2010 15:00:47,MAH0149,PC-6756,CHG75@gmail.com,,,MAH648@bellsouth.net,22132,3,
01/11/2010 15:03:40,MAH0149,PC-6756,Lacota.Helen.Nash@dtaa.com;Cedric.Herrod.Gilliam@dtaa.com;Raven.Deirdre.Morrison@dtaa.com,,,Myles.August.Heath@dtaa.com,16207,1,
01/11/2010 15:11:40,MAH0149,PC-6756,Lacota_Nash@msn.com;Raven.D.Morrison@gmail.com,CHG75@gmail.com,,MAH648@bellsouth.net,24303,2,
01/11/2010 15:19:48,MAH0149,PC-6756,CHG75@gmail.com,Cameron_Parks@earthlink.net,,MAH648@bellsouth.net,46537,1,
01/11/2010 15:36:32,MAH0149,PC-6756,Lacota.Helen.Nash@dtaa.com;Raven.Deirdre.Morrison@dtaa.com;Cedric.Herrod.Gilliam@dtaa.com,,,Myles.August.Heath@dtaa.com,36046,1,
01/11/2010 16:28:51,MAH0149,PC-6756,Blaze.Trevor.Stone@dtaa.com,,,Myles.August.Heath@dtaa.com,30525,4,
01/12/2010 16:12:03,MAH0149,PC-6756,Kennedy.Robert.Vega@dtaa.com,Beasley-Flynn@hp.com,,Myles.August.Heath@dtaa.com,29957,0,
01/12/2010 16:15:28,MAH0149,PC-6756,Cameron_Parks@earthlink.net,,,MAH648@bellsouth.net,34461,0,
01/12/2010 16:16:25,MAH0149,PC-6756,BJR24@optonline.net,,,MAH648@bellsouth.net,37571,0,
01/12/2010 16:16:53,MAH0149,PC-6756,Lacota.Helen.Nash@dtaa.com;Cedric.Herrod.Gilliam@dtaa.com;Cameron.P.Parks@raytheon.com,,,Myles.August.Heath@dtaa.com,22341,0,
