01/04/2010 09:59:52,NNS0059,PC-5081,Caldwell-Declan@yahoo.com,,,NNS2@comcast.net,37771,1,
01/04/2010 10:00:00,NNS0059,PC-5081,BTL6249@netzero.com,,,NNS2@comcast.net,27461,0,
01/04/2010 10:00:04,NNS0059,PC-5081,HAH2231@verizon.net,,,NNS2@comcast.net,23096,0,
01/04/2010 10:00:27,NNS0059,PC-5081,Wilkerson-Jackson@verizon.net;Solomon_Sandra@gmail.com,Kevyn_O_Sawyer@aol.com,,NNS2@comcast.net,28301,9,
01/04/2010 10:00:28,NNS0059,PC-5081,NGC9431@optonline.net,,,NNS2@comcast.net,27051,0,
01/04/2010 17:50:34,NNS0059,PC-5081,Kevyn_Sawyer@boeing.com,,,Noah.Nathan.Shaffer@dtaa.com,27678,0,
01/04/2010 18:02:42,NNS0059,PC-5081,Jackson.Linus.Wilkerson@dtaa.com,,,Noah.Nathan.Shaffer@dtaa.com,22464,1,
01/04/2010 18:04:47,NNS0059,PC-5081,Evelyn.Nevada.Curtis@dtaa.com;Nadine.Gay.Cross@dtaa.com;Bernard.Tobias.Landry@dtaa.com;Sandra.Roary.Solomon@dtaa.com,Tobias.Dakota.Jacobs@dtaa.com,,Noah.Nathan.Shaffer@dtaa.com,46914,1,
01/04/2010 18:08:55,NNS0059,PC-5081,Xandra.Briar.Nielsen@dtaa.com,Uriel.Charles.Solomon@dtaa.com,,Noah.Nathan.Shaffer@dtaa.com,39308,2,
01/05/2010 16:29:40,NNS0059,PC-5081,DAG7598@sbcglobal.net;Uriel_Solomon@optonline.net,Benjamin.T.Norman@cox.net,,NNS2@comcast.net,36780,4,
01/05/2010 16:29:44,NNS0059,PC-5081,Solomon_Sandra@gmail.com,,,NNS2@comcast.net,25776,0,
01/05/2010 16:31:43,NNS0059,PC-5081,Grace.A.Fry@sbcglobal.net,,,NNS2@comcast.net,23808,0,
01/05/2010 16:32:08,NNS0059,PC-5081,Butler-Serina@yahoo.com;Caldwell-Declan@yahoo.com;BJH21@comcast.net,Rama_V_Clayton@cox.net,,NNS2@comcast.net,24258,2,
01/05/2010 16:32:34,NNS0059,PC-5081,Caldwell-Declan@yahoo.com,Solomon_Sandra@gmail.com;BTL6249@netzero.com,,NNS2@comcast.net,35928,1,
01/05/2010 16:33:39,NNS0059,PC-5081,Xandra_Nielsen@verizon.net;SDO8@netzero.com,NGC9431@optonline.net,,NNS2@comcast.net,27546,1,
01/05/2010 16:33:48,NNS0059,PC-5081,BJH21@comcast.net,Quin_P_Sawyer@bellsouth.net,,NNS2@comcast.net,42584,0,
01/05/2010 16:34:19,NNS0059,PC-5081,Sharpe-Dale@bellsouth.net,,,NNS2@comcast.net,31311,0,
01/05/2010 16:35:58,NNS0059,PC-5081,Bernard.Tobias.Landry@dtaa.com;Evelyn.Nevada.Curtis@dtaa.com,Grace.Alma.Fry@dtaa.com,,Noah.Nathan.Shaffer@dtaa.com,29141,1,
01/06/2010 11:01:40,NNS0059,PC-5081,Aurora.Katell.Rhodes@dtaa.com,,,Noah.Nathan.Shaffer@dtaa.com,25215,0,
01/06/2010 15:03:11,NNS0059,PC-5081,Evelyn.Nevada.Curtis@dtaa.com,,,Noah.Nathan.Shaffer@dtaa.com,22734,0,
01/06/2010 17:53:00,NNS0059,PC-5081,Octavius-Kirby@cox.net,,,NNS2@comcast.net,34639,0,
01/06/2010 17:53:04,NNS0059,PC-5081,Xandra.Briar.Nielsen@dtaa.com,,,Noah.Nathan.Shaffer@dtaa.com,30192,2,
01/06/2010 17:53:44,NNS0059,PC-5081,Benjamin.T.Norman@cox.net;Evelyn.N.Curtis@verizon.net;Uriel_Solomon@optonline.net,NGC9431@optonline.net,,NNS2@comcast.net,60177,4,
01/06/2010 17:55:16,NNS0059,PC-5081,Caldwell-Declan@yahoo.com,,,NNS2@comcast.net,20190,0,
01/06/2010 17:55:38,NNS0059,PC-5081,Kay_A_Logan@comcast.net;Brianna.A.Hopper@gmail.com;Caldwell-Declan@yahoo.com,CJK7146@msn.com,,NNS2@comcast.net,28020,0,
01/06/2010 17:56:50,NNS0059,PC-5081,BTL6249@netzero.com,,,NNS2@comcast.net,43260,0,
01/06/2010 17:57:21,NNS0059,PC-5081,Solomon_Sandra@gmail.com,,,NNS2@comcast.net,37994,0,
01/07/2010 11:29:22,NNS0059,PC-5081,Vivian.Sarah.Arnold@dtaa.com;Rama.Vielka.Clayton@dtaa.com;Jackson.Linus.Wilkerson@dtaa.com;Nadine.Gay.Cross@dtaa.com,,,Noah.Nathan.Shaffer@dtaa.com,31966,2,
01/07/2010 11:29:31,NNS0059,PC-5081,Kevyn_O_Sawyer@aol.com,,,NNS2@comcast.net,24848,1,
01/07/2010 11:34:17,NNS0059,PC-5081,Rhodes-Aurora@cox.net,,,NNS2@comcast.net,26203,0,
01/07/2010 11:41:06,NNS0059,PC-5081,Caldwell-Declan@yahoo.com,,,NNS2@comcast.net,26678,0,
01/07/2010 11:47:43,NNS0059,PC-5081,Sharpe-Dale@bellsouth.net,,,NNS2@comcast.net,44959,0,
01/07/2010 11:57:10,NNS0059,PC-5081,Dale.Benjamin.Sharpe@dtaa.com;Benjamin.J.Houston@raytheon.com,Jackson.Linus.Wilkerson@dtaa.com,,Noah.Nathan.Shaffer@dtaa.com,56535,1,
01/07/2010 17:46:09,NNS0059,PC-5081,Nadine.Gay.Cross@dtaa.com;Rama.Vielka.Clayton@dtaa.com,Sandra.Roary.Solomon@dtaa.com,,Noah.Nathan.Shaffer@dtaa.com,46904,1,
01/07/2010 17:46:09,NNS0059,PC-5081,Grace.Alma.Fry@dtaa.com,Ferris.Omar.Barry@dtaa.com,,Noah.Nathan.Shaffer@dtaa.com,18418,2,
01/07/2010 18:55:22,NNS0059,PC-5081,Rama.Vielka.Clayton@dtaa.com,,,Noah.Nathan.Shaffer@dtaa.com,46757,0,
01/08/2010 09:48:50,NNS0059,PC-5081,Benjamin.Tyrone.Norman@dtaa.com,,,Noah.Nathan.Shaffer@dtaa.com,25221,0,
01/08/2010 17:34:26,NNS0059,PC-5081,Evelyn.Nevada.Curtis@dtaa.com,,,Noah.Nathan.Shaffer@dtaa.com,32691,0,
01/08/2010 17:37:09,NNS0059,PC-5081,Fatima_U_Mcclure@yahoo.com,,,NNS2@comcast.net,39203,2,
01/08/2010 17:37:49,NNS0059,PC-5081,Nadine.Gay.Cross@dtaa.com;Octavius.Judah.Kirby@dtaa.com,Declan.Zachery.Caldwell@dtaa.com,,Noah.Nathan.Shaffer@dtaa.com,32602,1,
01/08/2010 17:59:25,NNS0059,PC-5081,Jackson.Linus.Wilkerson@dtaa.com,,,Noah.Nathan.Shaffer@dtaa.com,23495,0,
01/08/2010 18:09:12,NNS0059,PC-5081,Sandra.Roary.Solomon@dtaa.com;Patricia.Denise.Wright@dtaa.com,,,Noah.Nathan.Shaffer@dtaa.com,33516,0,
01/08/2010 18:12:18,NNS0059,PC-5081,Jackson.Linus.Wilkerson@dtaa.com,,,Noah.Nathan.Shaffer@dtaa.com,20149,0,
01/08/2010 18:14:25,NNS0059,PC-5081,Benjamin.Tyrone.Norman@dtaa.com,,,Noah.Nathan.Shaffer@dtaa.com,39105,0,
01/08/2010 19:07:32,NNS0059,PC-5081,Nadine.Gay.Cross@dtaa.com;Vivian.Sarah.Arnold@dtaa.com;Octavius.Judah.Kirby@dtaa.com;Bernard.Tobias.Landry@dtaa.com,Jenna.Darrel.Charles@dtaa.com,,Noah.Nathan.Shaffer@dtaa.com,20803,1,
01/11/2010 14:38:52,NNS0059,PC-5081,Bernard.Tobias.Landry@dtaa.com;Jackson.Linus.Wilkerson@dtaa.com,Evelyn.Nevada.Curtis@dtaa.com,,Noah.Nathan.Shaffer@dtaa.com,36768,1,
01/11/2010 14:39:44,NNS0059,PC-5081,Benjamin.Tyrone.Norman@dtaa.com;Xandra.Briar.Nielsen@dtaa.com,,,Noah.Nathan.Shaffer@dtaa.com,27536,1,
01/11/2010 14:40:51,NNS0059,PC-5081,Evelyn.Nevada.Curtis@dtaa.com,,,Noah.Nathan.Shaffer@dtaa.com,34103,4,
01/11/2010 14:42:33,NNS0059,PC-5081,Solomon_Sandra@gmail.com;Hayes_Hector@earthlink.net,Grace.A.Fry@sbcglobal.net,,NNS2@comcast.net,25139,1,
01/11/2010 14:43:25,NNS0059,PC-5081,Nadine.Gay.Cross@dtaa.com,Jackson.Linus.Wilkerson@dtaa.com,,Noah.Nathan.Shaffer@dtaa.com,33435,0,
01/11/2010 14:48:02,NNS0059,PC-5081,Nadine.Gay.Cross@dtaa.com,Xandra.Briar.Nielsen@dtaa.com,,Noah.Nathan.Shaffer@dtaa.com,25855,1,
01/11/2010 14:48:55,NNS0059,PC-5081,Dale.Benjamin.Sharpe@dtaa.com;Aurora.Katell.Rhodes@dtaa.com;Rama.Vielka.Clayton@dtaa.com,,,Noah.Nathan.Shaffer@dtaa.com,51122,1,
01/11/2010 14:50:26,NNS0059,PC-5081,Octavius.Judah.Kirby@dtaa.com,,,Noah.Nathan.Shaffer@dtaa.com,54253,0,
01/11/2010 14:50:47,NNS0059,PC-5081,Blair.Todd.Long@dtaa.com,,,Noah.Nathan.Shaffer@dtaa.com,36352,0,
01/12/2010 08:30:48,NNS0059,PC-5081,Jackson.Linus.Wilkerson@dtaa.com,,,Noah.Nathan.Shaffer@dtaa.com,39338,0,
01/12/2010 08:42:35,NNS0059,PC-5081,Noelani.W.Kennedy@optonline.net;BTL4@msn.com,,,NNS2@comcast.net,32448,3,
01/12/2010 08:46:55,NNS0059,PC-5081,Jackson.Linus.Wilkerson@dtaa.com,,,Noah.Nathan.Shaffer@dtaa.com,27219,0,
01/12/2010 10:39:18,NNS0059,PC-5081,Xandra_Nielsen@verizon.net,Anthony-Aladdin@earthlink.net,,NNS2@comcast.net,28982,1,
01/12/2010 10:39:32,NNS0059,PC-5081,Grace.A.Fry@sbcglobal.net,,,NNS2@comcast.net,24501,1,
01/12/2010 10:40:13,NNS0059,PC-5081,Benjamin.T.Norman@cox.net;VSA557@earthlink.net;NGC9431@optonline.net,Wilkerson-Jackson@verizon.net;Celeste_Garza@yahoo.com,,NNS2@comcast.net,29857,0,
01/12/2010 10:42:01,NNS0059,PC-5081,BTL6249@netzero.com,,,NNS2@comcast.net,36405,0,
01/12/2010 10:42:28,NNS0059,PC-5081,Evelyn.N.Curtis@verizon.net;Cash-Caesar@gmail.com,,,NNS2@comcast.net,52600,1,
01/12/2010 10:43:39,NNS0059,PC-5081,Scott.Gary.Burks@dtaa.com;Aurora.Katell.Rhodes@dtaa.com,Clinton.Coby.Wolfe@dtaa.com;Declan.Zachery.Caldwell@dtaa.com;Vivian.Sarah.Arnold@dtaa.com,,Noah.Nathan.Shaffer@dtaa.com,13935,1,
01/13/2010 11:28:49,NNS0059,PC-5081,Uriel.Charles.Solomon@dtaa.com;Grace.Alma.Fry@dtaa.com,Octavius.Judah.Kirby@dtaa.com;Jackson.Linus.Wilkerson@dtaa.com,,Noah.Nathan.Shaffer@dtaa.com,25091,2,
