MHH0180,2010-12-02,Merrill Hiram Hess,MHH0180,Merrill.Hiram.Hess@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,
IUB0565,2010-12-03,Isaiah Upton Buchanan,IUB0565,Isaiah.Upton.Buchanan@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,
MBG0438,2010-12-06,Melvin Brody Garza,MBG0438,Melvin.Brody.Garza@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,
KSP0357,2010-12-08,Kennedy Shad Parker,KSP0357,Kennedy.Shad.Parker@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,
BYP0070,2010-12-09,Bertha Yetta Parrish,BYP0070,Bertha.Yetta.Parrish@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,
MSO0222,2010-12-10,Medge Serina Obrien,MSO0222,Medge.Serina.Obrien@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,
VFM0814,2010-12-13,Vernon Finn Mcgee,VFM0814,Vernon.Finn.Mcgee@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,
TNM0961,2010-12-13,Troy Nicolas Molina,TNM0961,Troy.Nicolas.Molina@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,
HJB0742,2010-12-14,Harlan Jason Benjamin,HJB0742,Harlan.Jason.Benjamin@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,
GOK0238,2010-12-14,Garrett Omar Kelly,GOK0238,Garrett.Omar.Kelly@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,
EDB0714,2010-12-15,Eden Deborah Ball,EDB0714,Eden.Deborah.Ball@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,
FTM0406,2010-12-20,Finn Tucker Medina,FTM0406,Finn.Tucker.Medina@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,
TEM0093,2010-12-22,Thaddeus Emery Martin,TEM0093,Thaddeus.Emery.Martin@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,
ABC0174,2010-12-24,Allegra Bree Coffey,ABC0174,Allegra.Bree.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,
XWD0923,2010-12-29,Xander Walter Doyle,XWD0923,Xander.Walter.Doyle@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,
MYD0978,2010-12-30,Mark Yardley Dunlap,MYD0978,Mark.Yardley.Dunlap@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson,
ICS0956,2010-12-30,Ivy Charissa Solis,ICS0956,Ivy.Charissa.Solis@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,
