HJS0072,2010-02-03,Honorato John Sloan,HJS0072,Honorato.John.Sloan@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,
ANM0123,2010-02-05,Astra Nicole Maldonado,ANM0123,Astra.Nicole.Maldonado@dtaa.com,AdministrativeAssistant,1,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison,
DAR0885,2010-02-08,Devin Abdul Rogers,DAR0885,Devin.Abdul.Rogers@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,
MTT0901,2010-02-11,Mohammad Taylor Terrell,MTT0901,Mohammad.Taylor.Terrell@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,
DGM0754,2010-02-11,Declan Gareth Mclaughlin,DGM0754,Declan.Gareth.Mclaughlin@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,
MBW0809,2010-02-12,Marshall Benjamin Wilcox,MBW0809,Marshall.Benjamin.Wilcox@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,
LDD0560,2010-02-17,Leslie Denise Dillon,LDD0560,Leslie.Denise.Dillon@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,
EAH0466,2010-02-19,Ethan Arden Hays,EAH0466,Ethan.Arden.Hays@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,
EDA0684,2010-02-19,Edward Dean Anthony,EDA0684,Edward.Dean.Anthony@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,
BQS0525,2010-02-19,Britanney Quail Snyder,BQS0525,Britanney.Quail.Snyder@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,
LPH0572,2010-02-23,Lunea Priscilla Hardy,LPH0572,Lunea.Priscilla.Hardy@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,
